Title,KSCdirect Part #,Price,UPC
"4 CLASS 150 CS FLG GATE VALVE Size: 4""",CRV 47XUF 4,$958.30,47XUF*040
"3/4 634E CRANE GATE VALVE 300# Size: 3/4""",CRV 634E 3/4,$199.39,
KB300 BOB FLOAT VALVE ARM KIT,BOB KB300,$18.54,ROBEMFKB300
VALVE 2/2 NC 1-1/2 NPT BRNZ 90MM 4 BAR PLT ENTRY UNDER      VALV,ASC 8290A021,$698.97,
KB220 BOB PLUNGER ASSY KIT R400-3/4,BOB KB220,$20.28,ROBEMFKB220
"Asco 1/8"" 8262H002 2-Way Solenoid Valve - 120V/60Hz",ASC 8262H002,$64.21,
"1/2 431UB CRANE GATE VALVE Size: 1/2""",CRV 431UB 1/2,$86.96,
SCG353A044-115/50-60       VALVE / SOLENOID,ASC G353A044-050,$167.86,
S SERIES VALVE       VALVE / SOLENOID,ASC HSM2M6F00B,$56.87,
T58570LL 3/8 W/LOCK HDL,NIB T58570LL 3/8,$33.18,039923679857
1/2 PVC-VITON TRUE UNION BALL VALVE,SPE 2339-005,$107.13,054211506202
1-1/4 SS Type 316 Two Piece Threaded 1000 WOG Full Port Ball Valve,MER V210FP-20,$70.85,671404088316
1 PVC UTILITY SWING CHECK VALVE SOC EPDM,SPE S1520-10,$24.92,054211988275
"CS Hi-Pressure Full-Bore Ball Valve 1/2"" Fem NPTF FKM/FPM O'Ring",DIX HPBV12,$34.82,089109728800
"2"" Sanitary Butterfly Valve - Viton Seat - Multi-Position Handle",LKB51A-2-FY-316L-MP,$149.41,
3/4 PVC-VITON TRUE UNION BALL VALVE,SPE 2339-007,$126.76,054211506219
1/2 800# SOCKET WELD GLOBE VALVE,VOG SW12443 1/2,$487.77,
STEAM VALVE 120/60VAC,MAG 35S16 1-1/2,$926.50,
NIBCO T235Y 1-1/2 150 BRZ GLOBE VALVE,NIB T235Y 1-1/2,$653.31,039923627698
1/2 X 5/8  2NC STAINL11.6/F W,ASC 8210G087 24/DC,$737.49,
COIL      RHM6,ASC 238210-005-D,$142.18,
1/2 X 9/16 2NC BRASS 6.1 /F W,ASC 8221G003 120/60,$345.81,
"BV,1-1/4""NPT,FP,FORG BRS,LTCH",APO 77F10627,$59.96,670750998423
3/8 R400 BOB FLOAT VALVE  R400-3/8,BOB R400 3/8,$34.71,ROBEMF00005
"2-Way, Characterized Control Valve Stainless Steel Ball and Stem",BEL B212,,
4 AV GASKET TEFLON,ASA 3114040,,
"BV,1/2""NPT,SS,LCK PLT",APO 76-103-19A,$87.34,670750260261
2   X 1-3/ 2NO BRASS 16.1/F W AC120/60,ASC EF8210G103 120V/60HZ,$1224.57,
"1/4 X 3/32 3U  STAINL17.1/F W AC120/60,110/50","ASC 8320G200 120/60,110/50",$242.16,
BALL VALVE PACK GLAND WRENCH,NIB T065474 ASBLY,$12.08,
"3/4 76E CRANE CHECK VALVE Size: 3/4""",CRV 76E 3/4,$159.33,
1/2 N1314 316 SS MARSH NEEDLE VALVE,NEEDLE VALVE SS 1/2,$111.72,67550174
KIT REPAIR 92B MAINE VALVE ONLY 2 INCH,FISHER R92BX000042,,
NIBCO T580-S6R66 1 2000# SS BALL VLV,NIB T580-S6R66 1,$147.22,039923793225
T111 1/2 THD 125# RS GATE BRZ,NIB T111 1/2,$90.08,039923611741
"LTCH LVR/GRIP (W6170,APOLLO)",CON W648200,$8.46,670750455322
"1/2” 76E 300 SC, THD, BRZ SWING CHECK, BRZ",CRV 76E 1/2,$123.97,
4 CPVC TU2K IND BALL VALVE SOC FKM,SPE 1832-040C,$1106.75,054211847855
1/4 NJ 5H22HBRT CS BALL VALVE,JAMESBURY 5H22HBRT 1/4,,
"BV,2""NPT,SS,LTCH LVR",APO 76-108-27,$349.59,670750699351
"1/4"" Apollo 316 Stainless Steel Ball Valve - Locking Lever Handle",APO 7610127A,$67.05,670750207969
"3 ""6301 Valterra PVC Knife Gate Valve With Plastic Paddle",VAL 6301 3,$32.96,
REBUILD KIT 8210 AC                                       P,ASC 302284,$320.13,
2 53036-TE 3PC FULL PORT STAI,ANV 4351008520,$268.53,092201387790
"4"" BF Valve, Wafer Style with Viton Seat, no handle 5322095400",ABZ 396-040-812,$234.02,
1/2 53036-SW 3PC FULL PORT ST,ANV 4351007960,$56.16,092201387820
VALVE 2/2 NC 1 NPT BRNZ 63MM 4 BAR PLT ENTRY UNDER VALVES /,ASC 8290B010,$334.81,
"SHORT ARM FOR R400,R700,R900 R",BOB R470,$8.14,ROBEMF00100
"1-1/X 1-1/ 2NC BRASS 15.4/F W AC120/60,110/50","ASC 8210B056 120/60,110/50",$999.84,
1 CAST IRON Y-STRAINER 250# 612-015-A1,CBI YCT05M20,$29.15,670750454868
"1-1/2"" T316 3PC F/P S/W B/V 1000 WOG-KI",MER KSWV310FP-24,$129.91,671404122102
"2 465-1/2 CRANE GATE VALVE Size: 2""",CRV 465-1/2 2,$672.71,
"1/4"" Series-F Flow Control Valve    Brass Fem NPT",DIX BFC400,$76.95,089109824830
"BV,1/4""NPT,BRZ,LATCH LVR,",CON 7014127,$35.09,670750658129
"2” 76E 300 SC, THD, BRZ SWING CHECK, BRZ",CRV 76E 2,$589.00,
"1 76E CRANE CHECK VALVE Size: 1""",CRV 76E 1,$258.94,
"2"" MALE X FEMALE RELIEF VALVE SET AT 17PSI","KUN 337-H01 2"" SET AT 17PSI",,
"1-1/4 36 CRANE CHECK VALVE Size: 1-1/4""",CRV 36 1-1/4,$431.50,
STYLE F 3-WAY 120# STEAM #6 SEALANT,HOMESTEAD 605 1-1/2 VALVE,$604.00,
NIBCO T235Y 3/4 150 BRZ GLOBE VALVE,NIB T235Y 3/4,$215.43,039923627667
T5857066LL  1-1/4  W/LOCK HDL SS TRM,NIB T5857066LL 1-1/4,$201.70,039923682147
"6"" Orbinox Knife Gate Valve, CI Body, 304 SS Blade, PTFE Packing, Metal Sea","ORB 10-2134M-HW 6""",,
1-1/2 PVC CL COMPRESSION SWNG CHCK VALVE,SPE S1500C15,$47.08,054211988169
1 PVC COMPACT BALL VALVE SOC EPDM,SPE 2122-010,$50.23,054211500125
T560CSR25LL 1/2 THRD BALL LKG LEV CS,NIB T560CSR25LL 1/2,$48.88,039923665515
RED HANDLE FOR 206/207 1-1/4. 1-1/2,RED RW206/206ABF-H-1-1/4,,
1 PVC COMPACT BALL VALVE THD EPDM,SPE 2121-010,$50.23,054211500026
1-1/4 TU2K IND BALL VLV SOC/FPT FKM,SPE 1839-012C,$165.00,054211947890
2 PVC COMPACT 2000 BALL VALVE SOC EPDM,SPE 6622-020,$114.22,054211370094
Butterfly Valve DI body 316 disc 416 stem epdm seat w/handle 5322133640,ABZ 397-25-815,$94.67,
2 APOLLO STAINLESS STEEL BALL VALVE,APO 76-108-01,$336.14,670750699153
3/4 B6001M2 2-Piece Standard Port Ball Valve,WAT B6001 3/4,$21.13,098268507317
"4"" 6401 Valterra PVC Knife Gate Valve With SS Paddle & Metal Handle",VAL 6401 4,$124.52,019079640109
"DOUBLE ACTING, RACK & PINION , PNEUMATIC ACTUATOR",ABZ 75DA ACTUATOR,$203.00,
"PCA 811 70# 5/32"" B1669-3 FOR 811 TRAP",ARM ARPPCA811070,,
"BV,3/8""NPT,FP,FORG BRS,LTCH",APO 77F10227,$20.38,670750998386
822-501-00-V2-000 Val-U-Act Actuator,WOL 82250100V2000,,
"BV,1/2""NPT X 3/4""HOSE,BRZ,",APO 70103HC,$37.06,670750521553
"BV,3/4""NPT,BRZ",APO 32-104-01,$24.31,670750560552
"DIN - 88122404               D MINI,GND UP,0-240V UNLIT, PG 9",ASC 290414-001,$15.59,
VALVE 2/2 NC 1/2 NPT BRNZ 50MM 4 BAR PLT ENTRY UNDER      VALVES,ASC 8290A384,$254.09,
"COIL      M-12 120/60-110/50FB      COIL, SOLENOID PART",ASC 099257-005-D*,$267.85,
"Asco 3/8"" 8210G093 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G093,$173.37,
"COIL RHMXX COIL, SOLENOID PART",ASC 238810-032-D*,$307.29,
1-1/2 AV GASKET TEFLON,ASA 3114015,$31.21,
"REBUILD KIT 8221 AC       COIL, SOLENOID PART",ASC 310420,$442.13,
"REBUILD KIT 8210 AC/DC       COIL, SOLENOID PART",ASC 322677,$291.70,
VALVE 5/2 ISO1 BODY SPR RET  D W/TESTOR W/O PILOT      VALVE PAR,ASC 54191006,$1475.90,
"1/2 X 5/8  2NC BRASS 10.1/F W AC120/60,110/50","ASC 8210G094HW 120/60,110/50",$205.47,
"4"" F12 3pc. 316 SS BALL VALVE",BALL VALVE 4 SS,$689.38,
"8 465.5 125 IRON BODY GATE, RS, OS&Y, IBBM, BB, FLG",CRV 465-1/2 8,$3197.74,
"VALVE, BUTTERFLY 3"" LUG NEC 200P",CAMERON J022121-5124311,,
CUSTOM BRASS LONG ARM W/.981 D,BOB R460-3,$11.11,
"PEC,10,F1,CI,NBR,CR*GS-6-HD12","DEZURIK 10"" PLUG VALVE",$4126.35,
1/8 X 1/16 3NC STAINL6.1 /F W AC24/60,ASC 8320G045 24/60,$147.68,
"BV,2""NPT,BRZ,250 SWP",CON 7014864,$215.22,670750662959
"KIT,SERVICE,RPTFE",CON 87A02A01,$259.11,670750987267
1/4 X 1/8  2NC BRASS 6.1 /F W AC24/60,ASC SC8262H022MBAC24/60,$96.31,
"BV,3/4""NPT,SS,250#SWP",CON 7610464A,$115.55,670750196942
LKG LEVER HDL SS T560 CS/S6 1/4-1/2,NIB KSVLL11,$4.38,039923590701
"3/4"" FPT x 3/4"" MPT In-Tank Check Valve",MIC CTLB7575T,$15.26,
"BLUE HDLE ASSY  BV, LARGE",NIB T091763 ASBLY,$9.22,T091763 ASBLY
F918B  8    FLGD CHECK CAST IRON,NIB F918B 8,$3399.35,039923703484
"2"" 3pc SS SW ball valve",JFW BV-0030SW 2,$209.41,
"1"" 250 # MUELLER Y-STRAINER",MUE 11-M 1,$62.72,
"Handle & Nut, F/Ball, SS, Apollo, 1/2IN",M1145407,$11.32,
"KIT, DISPENSE VALVE",GRACO 15U933,,
1/4 N1312 316SS MARSH NEEDLE VALVE,NEEDLE VALVE SS 1/4,$105.91,67550040
"1/2"" PVC TBH Series Ball Valve, SOC/THD Ends, FPM Seals, Actuation Ready",HAY TBH1050ASTVK000,$57.04,0610377350990
POLY HOSE BIBB,RW 302PP 3/4,$7.71,670779302058
T111 3/8 THD 125# RS GATE BRZ,NIB T111 3/8,$113.76,039923611734
U51TB-E 1 TUBV EPDM CPVC MOD-D,NIB U51TB-E 1,$96.21,039923241856
1/2 PVC COMPACT BALL VALVE THD FKM,SPE 2131-005,$37.98,054211500200
1-1/4 PVC-EPDM TRUE UNION BALL VALVE,NIB U45TB-E 1-1/4,$101.97,039923322043
1/2 WGV Gate Valve   0770010,WAT WGV 1/2,,
U45TB-V 1 TUBV FKM PVC MODEL-D,NIB U45TB-V 1,$71.62,039923241795
"2""  LUG STYLE BUTTERFLY VALVE, SS DISC & STEM, & VITON SEAL W/LEVER HANDLE",ABZ 102-976 2,$151.12,
10 Volt Solenoid Coil,6304010,$60.90,
VALVE:SOLENOID;120V 0.12A 4-WAY 150 PSI,554SA400K000030,$1642.45,
ASP-4-SCU 1/2 SPEED CONTROL MUFFLER (SC-50),ARR ASP-4-SCU,$9.07,
REBUILD KIT 8342 AC,ASC 306192,$506.34,
"BV,3""NPT,FP,FORG BRS,SS B&S",APO 77F14001,$339.99,670750975073
3/4 53034-SW 3PC FULL PORT CA,ANV 4351007040,$62.09,092201387677
"BV,3""150RF,SP,CS",APO 88A-100-01,$922.39,670750909023
"3"" BUTTERFLY VALVE LUG SS DISC STEM VITON SEAT w/ HANDLE",ABZ 102-976 3,$215.21,
"REBUILD KIT 8210 DC       COIL, SOLENOID PART",ASC 302373,$129.34,
"BV,3/8""NPT,FP,BRZ,LTCH",APO 77-102-27,$32.64,670750702952
"NUT,HEX JAM,7/16-20 304SS",APO C153300,$4.05,670750048661
"REBUILD KIT 8345 AC       COIL, SOLENOID PART",ASC 314453,$199.05,
R480 ROBERTS THUMBSCREW,BOB R480,$3.53,ROBEMF00105
ML-2.5 Master Link for Chainwheel Operator,BAB ML-2.5,$13.64,
CHAIN FOR CHAIN OPERATOR,BAB GC-1,$1.95,
"VALVE, BALL, HIGH PRESSURE 3/8NPT VITON SEALS",BEDFORD 29-1441,,
"1/2 X 5/8  2NC BRASS 17.1/H W AC120/60,110/50",ASC SV8210G7N,$343.98,
P262C202       VALVES / W PNEUMATIC ACT.,ASC P262C202,$587.06,
VALVE 2/2 NC 2 NPT BRNZ 90MM 4 BAR PLT ENTRY UNDER VALVES /,ASC 8290A025,$743.91,
J PR SW TERM 1/8NPT EXT N.O.      PRESSURE SWITCH / MANOMETER,ASC JB67A218A,$307.29,
1/4 X 3/32 3U  STAINL11.6/F W DC24/DC,ASC EF8320G200 24/DC,$324.72,
SOLENOID VALVE       VALVE / SOLENOID,ASC 411L3324HE,$56.87,
3/4 N1316 316SS MARSH NEEDLE VALVE,NEEDLE VALVE SS 3/4,$344.47,67550446
"1/2 212P CRANE GLOBE VALVE Size: 1/2""",CRV 212P 1/2,$337.13,
650133  3/4   THD COUP PVDF,NIBCO 3830-007,$70.56,039923098207
"1-1/4 382P CRANE GLOBE VALVE Size: 1-1/4""",CRV 382P 1-1/4,$1124.81,
NIBCO T580-S6R66 2 1500# SS BALL VLV,NIB T580-S6R66 2,$387.47,039923793256
"VALVE, BALL, 4"" 1000 PSI REDUCED PORT DI SS THRD",CHEMINEER 410TRD212L,,
CHECK VALVE REPLACEMENT,CHECK VALVE REPLACEMENT,,
"1"" 80E Flomatic Enviro Check Valve",FLO 4031E,$38.76,671864800312
KRS-350812020401038,"KEY BAB HANDLE KIT 2-3""",$113.30,
"3"" 300# RRF Y-STRAINER A216-WCB, 1/16 PER  304 SS SCREEN",KEC SA-7 300 W1/16 3,,
