Supplemental Files,Number of Bolt Holes,Recommended Torque,Overall Length,Thread Size,KSCdirect Part #,url,On Hand,Method of Manufacture,Thickness,Fitting/Connector Type,Series,Details,Depth,Hub Diameter,Category,Average Ft,Length,Type,Pressure Class,Length Through Hub,Price,Outside Diameter,Tube Size,Color,Manufacturer,Supplier,Domestic/Import,Family,Inside Diameter,Hex Size,Wall Thickness,Nipple Type,Slot Size,Class,image,UPC,Finish,Thread Type,MFG Part #,Seal Material,Bolt Circle Diameter,Connection Type,Diameter - Thread Size,Pressure Rating,Specifications,Standard Pack,Pipe Size,TYPE,Width,Angle,Description,Slot Spacing,Form,Load Capacity,Suitable For Use With,Nominal Size,Dimensions,Run Size,Title,Size,Material,Flange Thickness,Rod Size,Temperature Rating,Working Pressure,Schedule Rating,Bolt Hole Size,End Style,Connection
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5567375,,,,,SPE 437-251,https://kscdirect.com/item/SPE%2B437-251/Spears_2%2BX%2B1-1%252F2%2BPVC40%2BBUSHING%2BSXS,292,Molded,,Bushing,,"Description
Spears® 437-251, Bushing Fitting/Connector, 2 x 1-1/2 in Nominal, Spigot x Socket End Style, 1-9/16 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,Piping & Fittings,,1-9/16 in,,,,$2.35,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20437-251&mdx=300,054211163016,,,437-251,,,,,,,,,,,,2 X 1-1/2 PVC40 BUSHING SXS,,,,,2 x 1-1/2 in,,,2 X 1-1/2 PVC40 BUSHING SXS,,PVC,,,140 deg F,,SCH 40/STD,,Spigot x Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5491234,,,,,PLUG PVCD 3,https://kscdirect.com/item/PLUG%2BPVCD%2B3/Spears_3%2BPVC-DWV%2BTHREADED%2BPLUG%2BP106-030,109,Molded,,Plug,P106,"Description
Spears® P106-030, P106, Plug Fitting/Connector, 3 in Nominal, MNPT End Style, 1-23/32 in Length, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,Piping & Fittings,,1-23/32 in,,,,$4.74,,,White,Spears,Spears,Domestic,,,,,,,,,054211170915,,,P106-030,,,,,,,,,,,,3 PVC-DWV THREADED PLUG P106-030,,,,,3 in,,,3 PVC-DWV THREADED PLUG P106-030,,PVC,,,,,,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5532646,,,,,SPE 1429-010,https://kscdirect.com/item/SPE%2B1429-010/Spears_1%2BINSERT%2BCOUP%2B%2528INS%2BX%2BINS,502,Molded,,Coupling,,"Description
Spears® Coupling, Standard, Fitting/Connector Type: Coupling, 1 in Nominal, Insert, 3-3/16 in Length, 270 psi, Molded, PVC, Gray, 140 deg F, Domestic
Features:
PVC insert fitting for poly pipe
Standards/Approval:
ASTM D-1784
ASTM D-2609
ASTM D-2239
NSF Approved",,,Piping & Fittings,,3-3/16 in,Standard,,,$1.22,,,Gray,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%201429-010&mdx=300,054211159798,,,1429-010,,,,,270 psi,,,,,,,1 INSERT COUP (INS X INS,,,,,1 in,,,1 INSERT COUP (INS X INS,,PVC,,,140 deg F,,,,Insert,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4111847,,,,1/4-20,GRI PSTG 1/4,https://kscdirect.com/item/GRI%2BPSTG%2B1%252F4/ASC%2BEngineered%2BSolutions_1%252F4%2BPSTG%2BPLTD%2BTWIRL%2BNUT,582,,,,FIG AS TG,"Description
Anvil-Strut™ Top Grip Nut, Series: FIG AS TG, 1/4-20 Thread, 1/4 in THK, For Use With: All Anvil-Strut™ Channels, Mild Steel, Electro-Galvanized
Features:
Anvil-Strut Hardware, when used in conjunction with Anvil-Strut Channel and Nuts, provides a superior grip between channels and fittings.
Standards/Approval:
ASTM B-633
ASTM A-576 GR1015",,,Piping & Fittings,,,,,,$4.58,,,,ASC Engineered Solutions,ASC Engineered Solutions,,,,,,,,,,69029123828,Electro-Galvanized,,2400205361,,,,,,1/4 in THK,,,,,,1/4 PSTG PLTD TWIRL NUT,,,,All Anvil-Strut™ Channels,,,,1/4 PSTG PLTD TWIRL NUT,,Mild Steel,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5339821,,,,,MIP SWT 1,https://kscdirect.com/item/MIP%2BSWT%2B1/NIBCO%2BINC_1%2BSWT%2BMALE%2BADPT%2BWC401%2B%2B%2B%2B604,164,,,Adapter,9604,"Description
NIBCO® Adapter, Series: 9604, Fitting/Connector: Adapter, 1 in Nominal, C x MNPT End Style, 700 psi Pressure, Wrot Copper, Domestic
Applications:
Residential and Commercial Potable, Hot, Chilled and Process Water Applications
Standards/Approval:
ASME B16.22
ASTM B75 UNS C12200
Low Lead Compliant
MSS SP-104
NFPA 99 Health Care Facilities Gas and Vacuum Systems and the Compressed Gas Association, Pamphlet G4.1 (Medical Gas)
NSF/ANSI 61/372
UL Recognized
Warranty:
50 Years Limited",,,Piping & Fittings,,,,,,$11.59,,,,NIBCO INC,NIBCO INC,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MIP%20SWT%201&mdx=300,039923303424,,,9031351,,,,,700 psi,,,,,,,1 SWT MALE ADPT WC401    604,,,,,1 in,,,1 SWT MALE ADPT WC401    604,,Wrot Copper,,,,,,,C x MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7061967,,,,,MUE W 02326,https://kscdirect.com/item/MUE%2BW%2B02326/Mueller%2BStreamline_1%252F2%2BXC%2BSR%2B90%2BINT%2BRAD%2BELL,1150,,,90 deg Elbow,,"Description
Streamline® Elbow, Intermediate Radius, Fitting/Connector Type: 90 deg Elbow, 1/2 in Nominal, Male Solder x Female Solder, Wrot Copper, 1.5 in L x 0.69 in W x 1.41 in H
Features:
Constructed of high-grade copper material
Wrot style number - WE-503I
Applications:
Above-Ground Potable Water Supply System
Standards/Approval:
ASME B16.15/B16.18/B16.22/B16.24/B16.50/B16.20.1
NSF 61G",,,Piping & Fittings,,,Intermediate Radius,,,$4.99,,,,Mueller Streamline,Mueller Streamline,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MUE%20W%2002326&mdx=300,685768208877,,,W 02326,,,,,,,,,,,,1/2 XC SR 90 INT RAD ELL,,,,,1/2 in,1.5 in L x 0.69 in W x 1.41 in H,,1/2 XC SR 90 INT RAD ELL,,Wrot Copper,,,,,,,Male Solder x Female Solder,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5331507,,,,,90 SWT 1,https://kscdirect.com/item/90%2BSWT%2B1/NIBCO%2BINC_1%2BSWT%2B90%2BELL%2BWE500%2B%2B%2B%2B%2B607,252,,,90 deg Elbow,607,"Description
NIBCO® Elbow, Series: 607, 90 deg Elbow, 1 in Nominal, C, Copper, Domestic
Features:
Dezincification resistant
Material and workmanship per ASME B16.22
NFPA 99 health care facilities gas and vacuum systems and the compressed gas association, pamphlet G4.1 (medical gas)
Applications:
Residential and Commercial Systems Such as Potable Water, Air Conditioning and Refrigeration
Standards/Approval:
ASME B16.22
ASTM B75 Alloy C12200
MSS SP-104
NSF/ANSI 61/372
UL 207 Recognized to 700 psi
Warranty:
50 years Limited",,,Piping & Fittings,,,,,,$7.11,,,,NIBCO INC,NIBCO INC,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20SWT%201&mdx=300,039923312969,,,9055750,,,,,,,,,,,,1 SWT 90 ELL WE500     607,,,,,1 in,,,1 SWT 90 ELL WE500     607,,Copper,,,,,,,C,
,,,,,STB HBJS203,https://kscdirect.com/item/STB%2BHBJS203/IDEAL%2BCLAMP%2BPRODUCTS%252C%2BINC._1X1%252F2%2B%2BJ%2BSERIES%2BSMOOTH%2BPREFORMED%2BSTAINLESS%2BSTEEL%2BCLAMP,357,,,,,"Strapbiner Smooth-Seal  double wrapped, preformed clamps lock securely and require no hammering. The specially designed inside tab eliminates leak paths common with thin-wall hose.They easily lock under full tension by one lifting movement. Apply the clamps with the ST001 Strapbiner  tool and the HBJ001 adapter. These clamps are not for use with punch type tools.",,,Piping & Fittings,,,,,,$1.73,,,,"IDEAL CLAMP PRODUCTS, INC.","IDEAL CLAMP PRODUCTS, INC.",,Smooth-Seal J-Series,,,,,,,,,,,HBJS203,,,,,,,,,,,,1X1/2  J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,,,,,,,,1X1/2  J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4161129,,,,,NIP BLK 1/8XCL,https://kscdirect.com/item/NIP%2BBLK%2B1%252F8XCL/ASC%2BEngineered%2BSolutions_1%252F8%2BX%2BCL%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,509,Welded,,,FIG 339,"Description
Beck® Pipe Nipple, Standard, Series: FIG 339, 1/8 in Nominal Size, MNPT, 3/4 in Length, SCH 40/STD, Welded, Steel, Black, 0.405 in OD
Standards/Approval:
ASME B1.20.1",,,Piping & Fittings,,3/4 in,Standard,,,$1.99,,,,ASC Engineered Solutions,ASC Engineered Solutions,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%201%2F8XCL&mdx=300,64444400001,Black,,18XCSBN,,,,,,,,,,,,1/8 X CL SCH40 BLK PIPE NIPPLE,,,,,1/8 in,0.405 in OD,,1/8 X CL SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4146237,,,,,NIP BLK 3X6,https://kscdirect.com/item/NIP%2BBLK%2B3X6/ASC%2BEngineered%2BSolutions_3%2BX%2B6%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,75,,,,,"Description
Anvil® Pipe Nipple, 3 in Nominal Size, 6 in Length, SCH 40/STD, Steel, Black, Domestic",,,Piping & Fittings,,6 in,,,,$42.04,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%203X6&mdx=300,64444400350,Black,,3X6SBN,,,,,,,,,,,,3 X 6 SCH40 BLK PIPE NIPPLE,,,,,3 in,,,3 X 6 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7089229,,,,,L HARD 3/4,https://kscdirect.com/item/L%2BHARD%2B3%252F4/Mueller%2BStreamline_3%252F4%2BTYPE%2BL%2BCOPPER%2BTUBE%2B-%2BHARD,1880,,,,,"Description
Streamline® Hard Length Tubing, Type L, 3/4 in Nominal, 7/8 in Outside Dia, 20 ft Length, 0.045 in Wall Thickness, Straight, 495 psig Working, 150 deg F, Copper, Domestic
Applications:
Domestic Water Service and Distribution, Fire Protection, Solar, Fuel/Fuel Oil, Natural Gas, LP Gas, Snow Melt and HVAC
Standards/Approval:
ASTM B-88/B-306/B-819
NSF-61G",,,Piping & Fittings,,20 ft,Type L,,,$6.39,7/8 in,,,Mueller Streamline,Mueller Streamline,Domestic,,,,0.045 in,,,,,685768236689,,,LH06020,,,,,,,,,,,,3/4 TYPE L COPPER TUBE - HARD,,Straight,,,3/4 in,,,3/4 TYPE L COPPER TUBE - HARD,,Copper,,,150 deg F,495 psig,,,,
,,,,,PIPE PVC40 1-1/2X10' PE,https://kscdirect.com/item/PIPE%2BPVC40%2B1-1%252F2X10%2527%2BPE/CRESLINE%2BPLASTIC%2BPIPE%2BCOMPANY_1-1%252F2%2BPVC40%2BPIPE%2B10%2527%2BLENGTH%2B-%2BPLAIN%2BEND%2B%2B50820,4560,,,,,,,,Piping & Fittings,,,,,,$0.92,,,,CRESLINE PLASTIC PIPE COMPANY,CRESLINE PLASTIC PIPE COMPANY,,,,,,,,,,098248508204,,,50820,,,,,,,,,,,,1-1/2 PVC40 PIPE 10' LENGTH - PLAIN END  50820,,,,,,,,1-1/2 PVC40 PIPE 10' LENGTH - PLAIN END  50820,,,,,,,,,,
,,,,,NIP BRS 3/8XCL,https://kscdirect.com/item/NIP%2BBRS%2B3%252F8XCL/Merit%2BBrass%2BCompany_3%252F8%2BX%2BCL%2B2200%2BBRASS%2BPIPE%2BNIPPLE%2B%2B%2B%2B%2B%2B%2B4422321,133,Seamless,,,,"Description
Merit Brass Pipe Nipple, 3/8 in Nominal, MNPT, Close Length, SCH 40/STD, Seamless, Brass, Red, Domestic
Standards/Approval:
ASTM B687-88",,,Piping & Fittings,,Close,,,,$1.81,,,Red,Merit Brass Company,Merit Brass Company,Domestic,,,,,,,,,671404070809,,,2006-001,,,,,,,,,,,,3/8 X CL 2200 BRASS PIPE NIPPLE       4422321,,,,,3/8 in,,,3/8 X CL 2200 BRASS PIPE NIPPLE       4422321,,Brass,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5557744,,,,,WYE PVCD 4,https://kscdirect.com/item/WYE%2BPVCD%2B4/Spears_4%2BPVC-DWV%2BWYE%2BP600-040,61,Molded,,Wye,P600,"Description
Spears®, P600-040, Wye, Series: P600, Fitting/Connector: Wye, 4 in Nominal, Hub End Style, Molded Method of Manufacture, PVC, White, Domestic
Standards/Approval:
ASTM D1784
ASTM D2665
ASTM D3311
NSF 14",,,Piping & Fittings,,,,,,$42.13,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=WYE%20PVCD%204&mdx=300,054211193778,,,P600-040,,,,,,,,,,,,4 PVC-DWV WYE P600-040,,,,,4 in,,,4 PVC-DWV WYE P600-040,,PVC,,,,,,,Hub,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4148677,,,,,RED BLK 1-1/4X1,https://kscdirect.com/item/RED%2BBLK%2B1-1%252F4X1/ASC%2BEngineered%2BSolutions_1-1%252F4%2BX%2B1%2BBLK%2BMI%2B150%2523%2BREDUCER,180,,,Reducing Coupling,FIG 1125,"Description
Anvil® Pipe Reducer, Auxiliary Air Regulator, Series: FIG 1125, Reducing Coupling Fitting/Connector, 1-1/4 x 1 in Nominal, FNPT End Style, 2-1/16 in Length, SCH 80/XH Schedule, 150 lb Pressure Class, 300 psi Pressure, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,2-1/16 in,Auxiliary Air Regulator,150 lb,,$10.09,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=RED%20BLK%201-1%2F4X1&mdx=300,69029134845,Black Oxide,,0310087606,,,,,300 psi,,,,,,,1-1/4 X 1 BLK MI 150# REDUCER,,,,,1-1/4 x 1 in,,,1-1/4 X 1 BLK MI 150# REDUCER,,Malleable Iron,,,-20 to 150 deg F,,SCH 80/XH,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767230,,,,,90ST 304 2,https://kscdirect.com/item/90ST%2B304%2B2/Merit%2BBrass%2BCompany_2%2B150%2523%2BTYPE%2B304%2BSS%2B90%2BSTREET%2BELL,109,,,90 deg Elbow,,"Description
Merit Brass Street Elbow, 90 deg Elbow Fitting/Connector, 2 in Nominal, MNPT x FNPT End Style, 150 lb Pressure Class, 304/304L Stainless Steel, 100 deg F, 2.82 in OD Dimensions, Domestic/Import: Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,,,150 lb,,$26.31,,,,Merit Brass Company,Merit Brass Company,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90ST%20304%202&mdx=300,671404094478,,,K403-32,,,,,,,,,,,,2 150# TYPE 304 SS 90 STREET ELL,,,,,2 in,2.82 in OD,,2 150# TYPE 304 SS 90 STREET ELL,,304/304L Stainless Steel,,,100 deg F,,,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4177307,,,,,90 GAL 2,https://kscdirect.com/item/90%2BGAL%2B2/ASC%2BEngineered%2BSolutions_2%2BGALV%2BMI%2B150%2523%2B90%2BELL,157,,,90 deg Elbow,FIG 1101,"Description
Anvil® Pipe Elbow, Standard, Series: FIG 1101, Fitting/Connector Type: 90 deg Elbow, 2 in Nominal, FNPT, SCH 40/STD, 150 lb, 300 psi, Malleable Iron, Galvanized, -20 to 150 deg F, Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3/B1.20.1
ASTM A197
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,Standard,150 lb,,$28.65,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20GAL%202&mdx=300,69029134645,Galvanized,,0311001804,,,,,300 psi,,,,,,,2 GALV MI 150# 90 ELL,,,,,2 in,,,2 GALV MI 150# 90 ELL,,Malleable Iron,,,-20 to 150 deg F,,SCH 40/STD,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4156724,,,,,NIP GAL 2XCL,https://kscdirect.com/item/NIP%2BGAL%2B2XCL/ASC%2BEngineered%2BSolutions_2%2BX%2BCL%2BSCH40%2BGALV%2BPIPE%2BNIPPLE,165,Welded,,,FIG 343,"Description
Beck® Pipe Nipple, Standard, Series: FIG 343, 2 in Nominal Size, MNPT, 2 in Length, SCH 40/STD, Welded, Steel, Galvanized, 2-3/8 in OD",,,Piping & Fittings,,2 in,Standard,,,$8.67,,,,ASC Engineered Solutions,ASC Engineered Solutions,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20GAL%202XCL&mdx=300,64444400778,Galvanized,,2XCSGN,,,,,,,,,,,,2 X CL SCH40 GALV PIPE NIPPLE,,,,,2 in,2-3/8 in OD,,2 X CL SCH40 GALV PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,MNPT,
,,,,,SPE 884-005,https://kscdirect.com/item/SPE%2B884-005/Spears_1%2BX%2BCL%2BSCH80%2BPVC%2BPIPE%2BNIPPLE,195,,,,,"Dimensional data, if shown, is represented in fractional inches and floating point millimeters
L=1/2
L=12.7
Part Number
:
884-005
Size
:
1"" x CL
Box Qty
:
25
Weight Lbs
:
0.04
Weight gm
:
16.00
Weight Kg
:
0.02
Material
:
PVC
Prod Code
:
120
Color
:
GRAY
Bsh/Fab/Mld
:
Molded
Description
:                     1XCL PVC NIPPLE TBE SCH80
PVC SCHEDULE 80 FITTINGS
Images shown are representative of the product family.              Materials, sizes, and configurations may vary.
*
PIPE NIPPLES
FEATURES
* KSCdirect provides nipples either molded or machined from type 1, grade 1 Schedule 80 PVC pipe.
* Prices for special lengths and threaded-one-end nipples are quoted upon request.
* Not recommended for compressed air or gases.
Keywords: Spears plastic pipe fittings and valves
Category:
[0] => FITTINGS => PIPE NIPPLES => PVC SCH 80 PIPE NIPPLES => 1   PVC SCH 80 NIPPLES
Product group: 120 - NIPPLES SCH80,PE,&POLY CUTOFF
E: EPDM O-ring
PIP: Plastic Irrigation Pipe
Schedule 80
Kelly Legacy Part Number: 1045111
Poly Fittings and Components PVC Schedule 80, PE Schedule 40 & Poly Cut-Off Nipples",,,Piping & Fittings,,,,,,$1.87,,,Gray,Spears,Spears,,,,,,TBE (Mipt x Mipt),,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20884-005&mdx=300,054211161807,Gray,,884-005,,,,,,,,,,,,1 X CL SCH80 PVC PIPE NIPPLE,,,,,,,,1 X CL SCH80 PVC PIPE NIPPLE,1 in x CL,PVC,,,,,,,,TBE (Mipt x Mipt)
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4208400,,,,,NIP XH 2X6,https://kscdirect.com/item/NIP%2BXH%2B2X6/ASC%2BEngineered%2BSolutions_2%2BX%2B6%2BSCH80%2BBLK%2BPIPE%2BNIPPLE,157,Welded,,,FIG 338,"Description
Beck® Pipe Nipple, Series: FIG 338, 2 in Nominal, MNPT, 6 in Length, SCH 80/XH, Welded, Steel, Black, 2-3/8 in OD, Domestic
Features:
ASTM A-53 Welded Steel Pipe Material
Standards/Approval:
ASME B1.20.1",,,Piping & Fittings,,6 in,,,,$22.62,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20XH%202X6&mdx=300,64444401286,Black,,2X6XBN,,,,,,,,,,,,2 X 6 SCH80 BLK PIPE NIPPLE,,,,,2 in,2-3/8 in OD,,2 X 6 SCH80 BLK PIPE NIPPLE,,Steel,,,,,SCH 80/XH,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5452375,,,,,PLUG PVCD 2,https://kscdirect.com/item/PLUG%2BPVCD%2B2/Spears_2%2BPVC-DWV%2BTHREADED%2BPLUG%2BP106-020,790,Molded,,Plug,P106,"Description
Spears® P106-020, P106, Plug Fitting/Connector, 2 in Nominal, MNPT End Style, 1-5/16 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,Piping & Fittings,,1-5/16 in,,,,$2.46,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=PLUG%20PVCD%202&mdx=300,054211170892,,,P106-020,,,,,,,,,,,,2 PVC-DWV THREADED PLUG P106-020,,,,,2 in,,,2 PVC-DWV THREADED PLUG P106-020,,PVC,,,,,SCH 40,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5488981,,,,,90ST PVCD 3,https://kscdirect.com/item/90ST%2BPVCD%2B3/Spears_3%2BPVC-DWV%2B90%2BSTREET%2BELL%2BP302-030,67,Molded,,90 deg Elbow,P302,"Description
Spears® P302-030, P302, 90 deg Elbow Fitting/Connector, 3 in Nominal, Hub x Spigot End Style, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF 14",,,Piping & Fittings,,,,,,$13.39,,,White,Spears,Spears,Domestic,,,,,,,,,054211176047,,,P302-030,,,,,,,,,,,,3 PVC-DWV 90 STREET ELL P302-030,,,,,3 in,,,3 PVC-DWV 90 STREET ELL P302-030,,PVC,,,,,,,Hub x Spigot,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4670380,,,,,BUSH BRS 3/4X1/2 LF,https://kscdirect.com/item/BUSH%2BBRS%2B3%252F4X1%252F2%2BLF/A%2BY%2BMCDONALD%2BMFG%2BCO_3%252F4%2BX%2B1%252F2%2B72206%2BROUGH%2BBRASS%2BHEX%2BBUSHING%2B%2B5422265%2BLead%2BFree,59,,,Bushing,,"Description
A.Y. McDonald Reducing Bushing, Hex Head, Bushing Fitting/Connector, 1/2 x 3/4 in Nominal, MNPT x FNPT End Style, 1.18 in Hex, 0.93 in Length, 125 lb Pressure Class, 125 psi WOG Pressure, Brass, Domestic/Import: Import
Features:
The weighted average of the wetted surface of this No lead product contacted by consumable water contains less than 0.25% lead
Applications:
Commercial, Industrial and Residential
Standards/Approval:
ANSI B1.20.1
ANSI B16.15
AWWA C800
ASTM B584 UNS Alloy C89833 (Casting)
NSF/ANSI 61-4/372",,,Piping & Fittings,,0.93 in,Hex Head,125 lb,,$4.98,,,,A Y MCDONALD MFG CO,A Y MCDONALD MFG CO,Import,,,1.18 in,,,,,,53565523743,,,5422-265,,,,,125 psi WOG,,,,,,,3/4 X 1/2 72206 ROUGH BRASS HEX BUSHING  5422265 Lead Free,,,,,1/2 x 3/4 in,,,3/4 X 1/2 72206 ROUGH BRASS HEX BUSHING  5422265 Lead Free,,Brass,,,,,,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4186065,,,,,UNION 3000 SCR 1/2,https://kscdirect.com/item/UNION%2B3000%2BSCR%2B1%252F2/ASC%2BEngineered%2BSolutions_1%252F2%2B3000%2523%2BFS%2BSCREWED%2BUNION,254,Forged,,Union,FIG 2125,"Description
Anvil® Pipe Union, Series: FIG 2125, Fitting/Connector Type: Union, 1/2 in Nominal, FNPT, 1-15/16 in Hex, 2 in Length, SCH 160, 3000 lb, 2000 psi, Forged, Steel, Black Oxide, -20 to 550 deg F, 1-3/16 in Dia, Domestic
Features:
Anvil offers high-pressure bushings, unions and Anvilets for your most demanding applications.
Standards/Approval:
ASME B16.11
FM Approved
IAPMO Listed
UL/ULC Listed",,,Piping & Fittings,,2 in,,3000 lb,,$16.22,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,1-15/16 in,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%203000%20SCR%201%2F2&mdx=300,69029109090,Black Oxide,,0361500804,,,,,2000 psi,,,,,,,1/2 3000# FS SCREWED UNION,,,,,1/2 in,1-3/16 in Dia,,1/2 3000# FS SCREWED UNION,,Steel,,,-20 to 550 deg F,,SCH 160,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5518716,,,,,SPE 835-010,https://kscdirect.com/item/SPE%2B835-010/Spears_1%2BPVC%2BSCH%2B80%2BFEM%2BADAPTER,207,Molded,,Adapter,,"Description
Spears® 835-010, Standard, Adapter Fitting/Connector, 1 in Nominal, Socket x FNPT End Style, 2-1/8 in Length, SCH 80/XH Schedule, Molded Method of Manufacture, PVC, Gray, Domestic/Import: Domestic",,,Piping & Fittings,,2-1/8 in,Standard,,,$7.07,,,Gray,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20835-010&mdx=300,054211167939,,,835-010,,,,,,,,,,,,1 PVC SCH 80 FEM ADAPTER,,,,,1 in,,,1 PVC SCH 80 FEM ADAPTER,,PVC,,,,,SCH 80/XH,,Socket x FNPT,
,,,,,PI0412S,https://kscdirect.com/item/PI0412S/Approved%2BSupplier_3%252F8%2BUNION%2BCONNECTOR%2B-%2BPI0412S-US,381,,,,,"John Guest - 8JUC380
JG 3/8 UNION CONNECTOR PI0412S",,,Piping & Fittings,,,,,,$2.81,,,,Approved Supplier,Approved Supplier,,,,,,,,,,665626047718,,,PI0412S,,,,,,,,,,,,3/8 UNION CONNECTOR - PI0412S-US,,,,,,,,3/8 UNION CONNECTOR - PI0412S-US,,,,,,,,,,
